,v001,v002,response,v5,v9,v12,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v176,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
616,12,26,0,,,,1.0,,,,,1.0,2.0,1.0,18.0,1.0,1.0,1.0,,,,,,1995-08-13 07:00:00,8033.0,0.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
617,12,26,0,,,,4.0,,,2.0,,2.0,,,,,,,,3.0,,,,1998-04-28 20:00:00,7043.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
618,13,36,0,2.0,,2.0,4.0,,2.0,,2.0,,,,7.0,,,2.0,1.0,,3.0,2.0,,1995-08-13 07:00:00,8033.0,0.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
619,13,26,0,,,,1.0,,,1.0,,,,,,,,,,3.0,,,1.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
620,13,65,0,,,,2.0,,,2.0,,,7.0,1.0,2.0,4.0,1.0,1.0,,,,,,1995-08-13 07:00:00,8033.0,0.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
621,13,47,1,2.0,,,6.0,2.0,,3.0,,1.0,,,,,,,1.0,7.0,,,4.0,1996-06-22 08:00:00,7718.0,0.0,ValidDomain,500+Moderate,500.0,4.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Not+Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
622,13,34,0,5.0,1.0,2.0,25.0,2.0,4.0,13.0,2.0,4.0,,1.0,,,1.0,,,2.0,,2.0,5.0,1998-04-28 20:00:00,7043.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
623,13,27,0,,,,5.0,1.0,1.0,1.0,,2.0,,,,,,,,,2.0,,3.0,1995-08-13 07:00:00,8033.0,1258.0,Verified,114+Low,114.0,2.0,14.0,3.0,Lower+Fraud+Risk,2.0,Fraud+Score+101+to+300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,N
624,13,29,0,1.0,,,30.0,8.0,1.0,16.0,,5.0,,3.0,4.0,,1.0,1.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,15,30,1,,,,,,,,,,,1.0,,,1.0,,2.0,,,2.0,,1998-04-28 20:00:00,7043.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
626,15,43,0,,,,22.0,1.0,1.0,20.0,,,,,,,,,,1.0,2.0,,,1999-12-22 19:00:00,6440.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wired,,U
627,15,33,0,3.0,2.0,,32.0,4.0,5.0,15.0,,7.0,,,,,,,,,4.0,,3.0,1995-08-13 07:00:00,8033.0,0.0,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
628,16,30,0,1.0,1.0,,35.0,5.0,1.0,25.0,,4.0,2.0,,,2.0,,,,1.0,2.0,,9.0,1999-12-22 19:00:00,6440.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
629,16,58,0,2.0,1.0,,7.0,,2.0,,,5.0,,,,,,,,,2.0,,10.0,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
630,16,58,0,,,,56.0,5.0,,49.0,,2.0,5.0,9.0,11.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1998-04-28 20:00:00,7043.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
631,16,34,1,1.0,,1.0,67.0,4.0,2.0,59.0,1.0,1.0,,,,,,,3.0,,4.0,1.0,1.0,1998-04-28 20:00:00,7043.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
632,18,30,0,2.0,,1.0,5.0,2.0,,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,18,52,0,2.0,2.0,,17.0,8.0,2.0,6.0,,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,19,31,0,1.0,,,3.0,2.0,,,,1.0,,,1.0,,,1.0,,6.0,,,3.0,1999-12-22 19:00:00,6440.0,0.0,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
635,19,36,0,1.0,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,21,24,0,,,,4.0,,2.0,1.0,,1.0,,,,,,,,,2.0,,1.0,1999-12-22 19:00:00,6441.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
637,22,24,0,3.0,2.0,1.0,6.0,,3.0,,1.0,2.0,,,2.0,,,1.0,,,2.0,,5.0,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
638,22,31,0,,,,3.0,2.0,,1.0,,,10.0,8.0,10.0,4.0,2.0,5.0,,5.0,,6.0,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
639,22,30,0,2.0,1.0,1.0,3.0,,2.0,,1.0,,,,1.0,,,1.0,,5.0,3.0,4.0,5.0,1998-04-28 20:00:00,7044.0,253.0,Verified,286 Low,286.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
640,22,44,1,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,3.0,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
641,0,26,0,,,,5.0,2.0,,3.0,,,,,2.0,,,1.0,,2.0,,,,1995-08-13 07:00:00,8034.0,2202.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,Y
642,1,30,0,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
643,2,28,0,1.0,,1.0,3.0,,,2.0,1.0,,,,,,,,,,1.0,,3.0,1999-12-22 19:00:00,6441.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
644,6,41,0,,,,30.0,7.0,1.0,17.0,2.0,3.0,,9.0,7.0,,3.0,2.0,,,1.0,2.0,2.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
645,7,40,0,,,,15.0,5.0,,9.0,,1.0,19.0,2.0,23.0,2.0,2.0,2.0,,3.0,2.0,,1.0,1999-12-22 19:00:00,6441.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
646,7,30,0,,,,36.0,3.0,5.0,23.0,1.0,4.0,,,,,,,,1.0,5.0,1.0,2.0,1999-05-25 08:00:00,6652.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
647,7,38,0,,,,63.0,9.0,1.0,45.0,,8.0,11.0,,4.0,1.0,,1.0,,1.0,4.0,,5.0,1999-10-07 20:00:00,6517.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
648,8,46,0,1.0,1.0,,33.0,3.0,1.0,26.0,,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,9,26,0,3.0,1.0,2.0,11.0,2.0,2.0,,3.0,4.0,1.0,3.0,,1.0,2.0,,,1.0,2.0,3.0,1.0,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
650,9,53,0,,,,58.0,5.0,1.0,50.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,,4.0,1999-10-07 20:00:00,6517.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
651,9,42,0,3.0,3.0,,58.0,11.0,4.0,36.0,,7.0,,,,,,,1.0,1.0,3.0,,4.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
652,9,25,0,,,,,,,,,,,,,,,,,,,5.0,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
653,10,34,1,1.0,1.0,,11.0,,1.0,9.0,,1.0,,,,,,,,,6.0,,1.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
654,10,44,0,1.0,,1.0,6.0,,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,2003-03-25 12:00:00,5252.0,0.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
655,10,21,0,2.0,1.0,1.0,10.0,2.0,4.0,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,11.0,4.0,6.0,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
656,10,21,1,2.0,1.0,1.0,3.0,,2.0,,1.0,,,,,,,,1.0,,3.0,3.0,,1995-08-13 07:00:00,8034.0,2427.0,Verified,087 Very Low,87.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
657,10,33,0,,,,1.0,,,1.0,,,,,,,,,,,,,,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
658,10,47,0,2.0,2.0,,9.0,1.0,2.0,5.0,,1.0,2.0,2.0,10.0,2.0,1.0,3.0,,3.0,4.0,,1.0,1995-08-13 07:00:00,8034.0,13.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
659,10,32,0,1.0,,1.0,59.0,5.0,3.0,40.0,3.0,8.0,,,,,,,,,6.0,2.0,5.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
660,11,39,0,2.0,1.0,1.0,43.0,5.0,2.0,30.0,1.0,5.0,,,,,,,1.0,,2.0,1.0,3.0,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,N
661,12,25,0,2.0,1.0,1.0,16.0,2.0,1.0,10.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
662,12,35,0,,,,32.0,8.0,1.0,15.0,,8.0,9.0,3.0,11.0,3.0,1.0,2.0,,1.0,1.0,,11.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
663,12,52,0,2.0,1.0,1.0,5.0,,3.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
664,13,28,0,2.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,3.0,2.0,2.0,3.0,1995-08-13 07:00:00,8034.0,323.0,Verified,224 Low,224.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
665,13,47,0,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,13,25,0,,,,34.0,,,34.0,,,,,,,,,,,,,,1999-12-22 19:00:00,6441.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
667,13,46,0,1.0,1.0,,74.0,15.0,13.0,36.0,1.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,,,12.0,,6.0,,,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
668,13,29,0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,2001-01-01 19:00:00,6065.0,0.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,dialup,,U
669,13,42,0,3.0,2.0,1.0,16.0,2.0,3.0,5.0,1.0,5.0,,,,,,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,13,29,0,1.0,,1.0,15.0,5.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,,6.0,2.0,1.0,10.0,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
671,14,25,0,2.0,1.0,1.0,20.0,6.0,5.0,3.0,2.0,4.0,,,,,,,1.0,13.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,14,29,0,1.0,,,3.0,,1.0,,,1.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,14,21,0,,,,3.0,,1.0,,,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,14,27,0,3.0,1.0,,17.0,4.0,5.0,4.0,1.0,3.0,4.0,,1.0,1.0,,1.0,2.0,8.0,14.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,14,28,0,1.0,,1.0,5.0,,4.0,,1.0,,3.0,,3.0,1.0,,1.0,,,7.0,2.0,4.0,1999-10-07 20:00:00,6517.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
676,14,26,0,,,,8.0,1.0,,7.0,,,,,,,,,,2.0,,1.0,,1998-04-28 20:00:00,7044.0,0.0,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
677,15,30,0,4.0,,,11.0,1.0,2.0,,,4.0,,,,,,,,13.0,2.0,,7.0,1995-08-13 04:00:00,8037.0,207.0,Verified,244 Low,244.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
678,15,30,0,2.0,1.0,,6.0,3.0,2.0,,,1.0,,,,,,,,4.0,1.0,,1.0,1998-04-28 20:00:00,7047.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
679,15,23,0,2.0,1.0,,4.0,,2.0,,,2.0,,,,,,,,,1.0,1.0,3.0,1995-08-13 07:00:00,8034.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
680,15,67,0,1.0,1.0,,1.0,,1.0,,,,1.0,7.0,,1.0,2.0,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,16,40,1,2.0,,2.0,8.0,,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,,,1.0,3.0,,,,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
682,16,66,0,3.0,1.0,1.0,10.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,3.0,2.0,,1.0,1999-10-07 20:00:00,6517.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
683,16,41,0,1.0,,,5.0,1.0,,4.0,,,,,,,,,,1.0,2.0,,,1998-04-28 20:00:00,7044.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,N
684,16,37,1,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,17,25,1,2.0,,2.0,2.0,,,,2.0,,,1.0,3.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,17,52,1,1.0,,,4.0,,,4.0,,,1.0,,,1.0,,,,4.0,4.0,,,1999-10-07 20:00:00,6520.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
687,17,21,0,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,,2.0,,,5.0,,1995-08-13 04:00:00,8037.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
688,17,35,0,3.0,2.0,,3.0,,2.0,,,,,,,,,,,,1.0,1.0,,1998-04-28 20:00:00,7047.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
689,18,22,1,,,,,,,,,,,,,,,,,,,,,1999-12-22 19:00:00,6441.0,6.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
