,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
499,15.0,44.0,0,8638.64,4.0,9028.44,36.0,1.0,8.0,939326400.0,6509.0,1501767758.0,0.0,1501767757.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
500,15.0,24.0,0,5105.49,3.0,5126.99,5.0,1.0,,808297200.0,8026.0,1501043401.0,7.0,1501043401.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
501,17.0,40.0,0,4000.0,1.0,4032.9,5.0,,4.0,,,1501774296.0,0.0,1501774296.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
502,18.0,38.0,0,,,,12.0,1.0,,939326400.0,6509.0,1501777110.0,0.0,1501777110.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
503,18.0,50.0,0,1300.0,1.0,650.0,17.0,1.0,5.0,893793600.0,7036.0,1501778123.0,0.0,1501778123.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
504,18.0,27.0,0,4500.0,2.0,4524.7,15.0,22.0,61.0,1042830000.0,5311.0,1498910759.0,32.0,1498910758.0,Verified,491 Moderate,491.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
505,18.0,50.0,0,2500.0,1.0,2500.0,1.0,,,835430400.0,7711.0,1501779914.0,0.0,1501779914.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
506,19.0,24.0,0,200.0,1.0,229.0,15.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,20.0,26.0,0,3500.0,1.0,3514.7,33.0,2.0,3.0,808297200.0,8026.0,1501784749.0,0.0,1501784749.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
508,20.0,25.0,0,,,,12.0,2.0,4.0,835430400.0,7712.0,1501836911.0,0.0,1501836911.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
509,21.0,31.0,0,6500.0,3.0,6500.0,3.0,,,916383600.0,6776.0,1501824890.0,0.0,1501824889.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
510,22.0,30.0,1,7500.0,2.0,8327.0,2.0,,,808297200.0,8027.0,1501824887.0,0.0,1501824887.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
511,1.0,47.0,0,7500.0,1.0,7560.5,6.0,1.0,,939326400.0,6510.0,1501825965.0,0.0,1501825965.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
512,3.0,38.0,0,,,,6.0,2.0,,835430400.0,7712.0,1501824883.0,0.0,1501824883.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
513,7.0,32.0,0,2900.0,1.0,2921.4,34.0,,,835430400.0,7712.0,1486473262.0,177.0,1486473263.0,Verified,452 Moderate,452.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
514,11.0,23.0,0,,,,,1.0,,893793600.0,7037.0,1474959600.0,310.0,1481018322.0,Verified,276 Low,276.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
515,12.0,25.0,0,1800.0,1.0,1800.0,9.0,,1.0,808297200.0,8027.0,1501843766.0,0.0,1501843766.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
516,13.0,32.0,0,2000.0,1.0,2000.0,12.0,,3.0,893793600.0,7040.0,1502111394.0,0.0,1502111394.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
517,13.0,31.0,1,,,,,,,808297200.0,8027.0,1501847955.0,0.0,1501847955.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
518,14.0,47.0,0,,,,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,18.0,61.0,0,4400.0,2.0,3457.16,22.0,7.0,5.0,808297200.0,8027.0,1501865763.0,0.0,1501865763.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
520,19.0,54.0,0,10778.71,2.0,10459.05,3.0,3.0,1.0,939326400.0,6510.0,1501868311.0,0.0,1501868310.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
521,20.0,25.0,0,,,,1.0,2.0,,893793600.0,7037.0,1343286000.0,1834.0,1370860633.0,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,N
522,22.0,34.0,0,4000.0,2.0,3897.6,4.0,4.0,,893793600.0,7040.0,1502098829.0,0.0,1502098829.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
523,4.0,29.0,0,8236.62,3.0,8285.92,14.0,7.0,8.0,808297200.0,8028.0,1496363818.0,63.0,1496363818.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
524,9.0,26.0,0,,,,1.0,,,927619200.0,6646.0,1501942344.0,0.0,1501942343.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
525,12.0,21.0,0,,,,4.0,1.0,,893793600.0,7040.0,1502098826.0,0.0,1502098826.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
526,13.0,34.0,0,12500.0,2.0,12789.06,27.0,3.0,6.0,945889200.0,6437.0,1476804164.0,292.0,1479400267.0,Verified,279 Low,279.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
527,15.0,24.0,0,4832.0,2.0,4428.26,45.0,,1.0,808297200.0,8028.0,1501939625.0,0.0,1501939625.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
528,19.0,45.0,0,,,,4.0,,3.0,893793600.0,7038.0,1501954212.0,0.0,1501954212.0,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
529,10.0,33.0,0,2034.24,2.0,2034.24,14.0,5.0,8.0,893793600.0,7039.0,1492890738.0,105.0,1492890739.0,Verified,471 Moderate,471.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
530,11.0,30.0,0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,13.0,31.0,0,,,,7.0,1.0,1.0,893793600.0,7040.0,1474182000.0,322.0,1481707575.0,Verified,274 Low,274.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
532,14.0,30.0,0,5000.0,1.0,5041.1,14.0,,,808297200.0,8029.0,1502024481.0,0.0,1502024481.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
533,15.0,35.0,0,,,,20.0,,3.0,808297200.0,8029.0,1502026462.0,0.0,1502026462.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
534,16.0,21.0,0,500.0,1.0,503.2,16.0,4.0,10.0,1181432482.0,3710.0,1494410504.0,87.0,1494410503.0,Verified,251 Low,251.0,2.0,12.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
535,16.0,39.0,0,,,,9.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,17.0,36.0,0,1500.0,1.0,1500.0,5.0,2.0,3.0,945889200.0,6436.0,1502032972.0,0.0,1502032971.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
537,17.0,36.0,0,3118.77,2.0,2411.12,4.0,34.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,20.0,23.0,0,2000.0,1.0,2016.4,16.0,12.0,5.0,808297200.0,8029.0,1501922906.0,0.0,1501922906.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
539,23.0,25.0,0,3700.0,2.0,3451.43,4.0,1.0,1.0,808297200.0,8030.0,1502085094.0,0.0,1502085093.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
540,0.0,29.0,0,,,,5.0,2.0,,808297200.0,8030.0,1300950000.0,2328.0,1502094617.0,Verified,088 Very Low,88.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,Y
541,0.0,35.0,0,1700.0,3.0,1986.3,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,7.0,70.0,0,1000.0,1.0,1010.0,3.0,,1.0,1042830000.0,5315.0,1332897269.0,1957.0,1332897269.0,Verified,093 Very Low,93.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
543,9.0,52.0,0,,,,2.0,2.0,3.0,808297200.0,8030.0,1502098010.0,0.0,1502098010.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,Y
544,10.0,29.0,0,5000.0,3.0,5010.0,4.0,2.0,,927619200.0,6648.0,1502095173.0,0.0,1502095173.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
545,11.0,29.0,0,800.0,1.0,806.5,22.0,,1.0,945889200.0,6437.0,1473417826.0,331.0,1473417826.0,Verified,272 Low,272.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
546,11.0,29.0,0,,,,,4.0,,945889200.0,6437.0,1500289271.0,20.0,1500289270.0,Verified,494 Moderate,494.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
547,12.0,39.0,0,1000.0,1.0,1000.0,35.0,1.0,1.0,927619200.0,6648.0,1502101553.0,0.0,1502101552.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
548,12.0,23.0,0,,,,14.0,,9.0,,,1502103190.0,0.0,1502103189.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
550,13.0,28.0,0,3000.0,1.0,2398.94,10.0,3.0,5.0,939326400.0,6513.0,1502105684.0,0.0,1502105684.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
551,14.0,38.0,0,3000.0,2.0,3000.0,3.0,,,,,1502110033.0,0.0,1502110033.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
552,14.0,23.0,0,4935.85,4.0,2413.79,15.0,3.0,1.0,808297200.0,8030.0,1485500400.0,192.0,1502110675.0,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
553,16.0,37.0,0,1000.0,1.0,1000.0,5.0,,4.0,808297200.0,8030.0,1310713200.0,2214.0,1486661732.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
554,17.0,25.0,0,1500.0,1.0,1500.0,7.0,,5.0,1042830000.0,5315.0,1502119677.0,0.0,1502119677.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
555,17.0,29.0,0,,,,8.0,,2.0,808297200.0,8031.0,1497211831.0,57.0,1497211830.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
556,17.0,41.0,0,,,,5.0,,1.0,893793600.0,7040.0,1502126758.0,0.0,1502126757.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
557,17.0,26.0,0,2000.0,1.0,1678.42,5.0,1.0,4.0,945889200.0,6437.0,1496924067.0,59.0,1497025706.0,Verified,484 Moderate,484.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
558,18.0,49.0,0,1593.12,1.0,1251.92,22.0,2.0,2.0,1042830000.0,5315.0,1502122416.0,0.0,1502122416.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
559,18.0,32.0,0,,,,4.0,,4.0,893793600.0,7040.0,1502123311.0,0.0,1502123310.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
560,18.0,28.0,0,1500.0,1.0,750.0,20.0,3.0,,945889200.0,6437.0,1502124609.0,0.0,1502124609.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
561,18.0,42.0,0,3851.2,2.0,3851.2,63.0,2.0,12.0,945889200.0,6437.0,1502125524.0,0.0,1502125523.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
562,19.0,65.0,0,12086.68,3.0,11688.79,11.0,,14.0,808297200.0,8030.0,1502127454.0,0.0,1502127454.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
563,19.0,34.0,0,,,,5.0,,,835430400.0,7715.0,1336201200.0,1920.0,1502127366.0,Verified,093 Very Low,93.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
564,19.0,69.0,0,,,,4.0,1.0,3.0,945889200.0,6437.0,1502129554.0,0.0,1502129554.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
565,23.0,30.0,0,1500.0,1.0,750.0,4.0,2.0,2.0,939326400.0,6514.0,1502170524.0,0.0,1502170523.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
566,0.0,40.0,0,3600.0,3.0,3614.9,14.0,1.0,,893793600.0,7042.0,1502271405.0,0.0,1502271404.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
567,10.0,27.0,0,4989.08,1.0,4989.08,1.0,8.0,,945889200.0,6438.0,1497046515.0,59.0,1497046516.0,Verified,484 Moderate,484.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
568,10.0,72.0,1,1000.0,1.0,1170.0,3.0,1.0,8.0,945889200.0,6438.0,1502196932.0,0.0,1502196932.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
569,11.0,28.0,0,5000.0,2.0,5382.5,8.0,2.0,19.0,945889200.0,6438.0,1502184785.0,0.0,1502184785.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
570,11.0,33.0,0,1100.0,2.0,803.5,10.0,1.0,3.0,808297200.0,8031.0,1502186806.0,0.0,1502186805.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
571,11.0,34.0,0,,,,26.0,1.0,1.0,893793600.0,7041.0,1502187330.0,0.0,1502187330.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
572,12.0,35.0,0,6830.0,3.0,7064.5,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,12.0,31.0,0,5100.0,2.0,5121.4,5.0,2.0,5.0,808297200.0,8031.0,1502189926.0,0.0,1502189926.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
574,12.0,22.0,0,2668.71,2.0,2530.61,12.0,65.0,28.0,808297200.0,8032.0,1489010557.0,153.0,1489010558.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
575,13.0,61.0,0,,,,,,2.0,939326400.0,6514.0,1493200386.0,103.0,1493200386.0,Verified,472 Moderate,472.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
576,13.0,46.0,0,6000.0,2.0,6224.9,10.0,1.0,4.0,893793600.0,7041.0,1502194305.0,0.0,1502194305.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
577,14.0,21.0,0,2800.0,2.0,2967.4,34.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
