"key1";"v171";"v172";"v173";"v174";"v175";"v176";"v177";"v178";"v179";"v180";"v181";"v182";"v183";"v184";"v185";"v186";"v187";"v188";"v189";"v190";"v191";"v192";"v193";"v194";"v195";"v196";"v197";"v198";"v199";"v200";"v201";"v202";"v203";"v204";"v171";"v172"
18264;NA;NA;2000-04-03 20:00:00;6366;2017-09-08 14:15:05;0;2017-09-08 14:15:04;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
19123;NA;NA;1999-10-07 20:00:00;6550;2017-09-13 08:16:53;0;2017-09-13 08:16:53;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18203;NA;NA;NA;NA;2017-09-08 14:31:03;0;2017-09-08 14:31:03;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18265;NA;NA;1998-04-28 20:00:00;7072;2017-09-08 14:38:38;0;2017-09-08 14:38:38;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18266;NA;NA;1998-04-28 20:00:00;7072;2017-08-26 16:11:55;12;2017-08-26 16:11:54;"Verified";"496 Moderate";496;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18270;NA;NA;1995-08-13 04:00:00;8062;2016-07-06 07:00:00;428;2017-06-08 00:05:15;"Verified";"205 Low";205;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18285;NA;NA;1999-10-07 20:00:00;6545;2016-08-17 14:43:12;386;2016-08-17 14:43:12;"Verified";"262 Low";262;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18290;NA;NA;1999-12-22 19:00:00;6470;2017-09-09 05:31:16;0;2017-09-09 05:31:15;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18304;NA;NA;1999-10-07 20:00:00;6546;2017-09-09 08:57:28;0;2017-09-09 08:57:28;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18315;NA;NA;1998-04-28 20:00:00;7073;2017-09-09 11:40:26;0;2017-09-09 11:40:26;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18316;NA;NA;1998-04-28 20:00:00;7073;2017-09-09 11:41:46;0;2017-09-09 11:41:46;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18311;NA;NA;1996-06-22 08:00:00;7748;2017-09-09 11:42:13;0;2017-09-09 11:42:12;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18330;NA;NA;1998-04-28 20:00:00;7073;2017-09-09 15:00:16;0;2017-09-09 15:00:15;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18331;NA;NA;1995-08-13 04:00:00;8063;2017-09-09 15:01:01;0;2017-09-09 15:01:00;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18339;NA;NA;1996-06-22 08:00:00;7748;2017-09-04 06:58:45;4;2017-09-04 06:58:44;"Verified";"498 Moderate";498;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18344;NA;NA;2003-01-17 19:00:00;5348;2017-09-03 09:47:10;5;2017-09-03 09:47:09;"Verified";"498 Moderate";498;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18348;2010-06-03 17:42:47;2654;1997-07-08 18:07:26;7367;2010-06-03 17:42:47;2654;2017-02-16 09:16:36;"Certified";"084 Very Low";84;1;13;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"P"
18363;NA;NA;1995-08-13 04:00:00;8064;2014-10-03 16:44:32;1072;2015-04-08 16:44:32;"Verified";"126 Low";126;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"Y"
18369;NA;NA;2000-04-03 20:00:00;6368;2017-09-10 11:55:30;0;2017-09-10 11:55:29;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
19035;NA;NA;1999-10-07 20:00:00;6550;2017-09-12 09:40:38;0;2017-09-12 09:40:38;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18358;NA;NA;1996-06-22 08:00:00;7749;2017-08-08 06:26:39;32;2017-08-08 06:26:39;"Verified";"491 Moderate";491;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18372;NA;NA;1999-05-25 08:00:00;6682;2017-09-10 12:10:59;0;2017-09-10 12:10:58;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18383;NA;NA;1999-12-22 19:00:00;6471;2017-07-15 16:10:49;56;2017-07-15 16:10:49;"Verified";"484 Moderate";484;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18384;NA;NA;1995-08-13 04:00:00;8064;2017-03-07 13:32:45;186;2017-09-10 13:32:43;"Verified";"248 Low";248;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18370;NA;NA;1995-08-13 04:00:00;8064;2017-09-10 13:46:40;0;2017-09-10 13:46:40;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
19117;NA;NA;1999-10-07 20:00:00;6550;2017-08-22 16:18:00;21;2017-08-22 16:17:59;"Verified";"494 Moderate";494;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18389;NA;NA;2001-01-01 19:00:00;6095;2017-08-01 07:00:00;40;2017-08-01 01:21:42;"Verified";"264 Low";264;2;12;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Low";4;510;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18398;NA;NA;1998-04-28 20:00:00;7074;2017-04-10 20:06:53;152;2017-04-10 20:06:53;"Verified";"458 Moderate";458;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18417;NA;NA;1995-08-13 04:00:00;8064;2017-09-10 18:20:36;0;2017-09-10 18:20:35;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18420;NA;NA;1998-04-28 20:00:00;7074;2017-08-01 04:53:28;39;2017-08-01 04:53:27;"Verified";"489 Moderate";489;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18422;NA;NA;1996-06-22 08:00:00;7750;2017-09-11 05:38:41;0;2017-09-11 05:38:41;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
19158;NA;NA;1999-05-25 08:00:00;6685;2017-09-13 08:55:50;0;2017-09-13 08:55:50;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18405;NA;NA;1998-04-28 20:00:00;7075;2016-11-14 07:00:00;300;2016-12-08 17:22:35;"Verified";"278 Low";278;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18382;NA;NA;1996-06-22 08:00:00;7750;2017-09-10 17:15:42;0;2017-09-10 17:15:42;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18373;NA;NA;1999-10-07 20:00:00;6548;2017-09-11 05:38:54;0;2017-09-11 05:38:53;"EmailInexistent";"709 Review";709;3;2;11;"Data Entry Review";4;"Fraud Score 601 to 799";NA;NA;NA;NA;1;1;"No";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18342;NA;NA;1995-08-13 04:00:00;8065;2017-09-11 05:39:15;0;2017-09-11 05:39:14;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18413;NA;NA;1995-08-13 04:00:00;8065;2017-05-12 15:19:58;121;2017-05-12 15:19:58;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18380;NA;NA;1995-08-13 04:00:00;8065;2017-09-07 16:17:26;3;2017-09-07 16:17:25;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18411;NA;NA;1996-06-22 08:00:00;7750;2017-09-11 05:39:31;0;2017-09-11 05:39:31;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18416;NA;NA;1999-10-07 20:00:00;6548;2016-12-26 14:32:12;258;2016-12-26 14:32:12;"Verified";"285 Low";285;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
19157;NA;NA;1998-04-28 20:00:00;7077;2017-08-09 06:17:06;34;2017-08-09 06:17:06;"Verified";"490 Moderate";490;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18435;NA;NA;1995-08-13 04:00:00;8065;2014-04-24 07:00:00;1235;2017-05-19 18:33:27;"Verified";"115 Low";115;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18432;NA;NA;1998-04-28 20:00:00;7075;2017-09-08 08:28:52;2;2017-09-08 08:28:52;"Verified";"499 Moderate";499;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18425;NA;NA;1999-01-12 19:00:00;6816;2017-09-11 05:41:19;0;2017-09-11 05:41:18;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Low";4;510;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18396;NA;NA;1999-09-13 07:00:00;6573;2016-03-18 09:34:21;541;2016-03-18 09:34:23;"Verified";"235 Low";235;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18419;NA;NA;1998-04-28 20:00:00;7075;2017-09-11 05:43:59;0;2017-09-11 05:43:59;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
19160;NA;NA;1999-05-25 08:00:00;6685;2016-12-16 22:05:26;270;2016-12-16 22:05:26;"Verified";"283 Low";283;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18440;NA;NA;1998-04-28 20:00:00;7075;2017-02-05 15:24:10;217;2017-02-05 15:24:10;"Verified";"292 Low";292;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18438;NA;NA;1999-10-07 20:00:00;6548;2016-09-09 10:57:16;366;2017-05-12 06:37:23;"Verified";"216 Low";216;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"P"
18449;NA;NA;1996-06-22 08:00:00;7750;2009-02-11 07:00:00;3134;2017-05-19 17:11:24;"Verified";"077 Very Low";77;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;1;"Very High";308;"Anonymous Proxy";"Very High Risk";"Yes";"wifi";NA;"U"
18450;NA;NA;1998-04-28 20:00:00;7075;2017-09-11 06:13:16;0;2017-09-11 06:13:16;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18443;NA;NA;2000-04-03 20:00:00;6369;2017-09-11 06:18:56;0;2017-09-11 06:18:56;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18444;NA;NA;1998-04-28 20:00:00;7075;2016-09-26 06:09:04;349;2016-09-26 06:09:04;"Verified";"269 Low";269;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18447;NA;NA;1999-12-22 19:00:00;6472;2017-09-11 06:23:46;0;2017-09-11 06:23:45;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18437;NA;NA;1999-09-13 07:00:00;6573;2017-09-11 06:37:12;0;2017-09-11 06:37:10;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18460;NA;NA;1996-06-22 08:00:00;7750;2017-02-14 07:00:00;209;2017-05-12 08:07:34;"Verified";"294 Low";294;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18430;NA;NA;1995-08-13 04:00:00;8065;2012-10-01 07:00:00;1805;2017-08-16 12:19:38;"Verified";"095 Very Low";95;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18459;NA;NA;1998-04-28 20:00:00;7075;2015-10-28 07:00:00;683;2016-10-20 07:29:13;"Verified";"160 Low";160;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18461;NA;NA;1998-04-28 20:00:00;7075;2017-08-18 09:56:38;23;2017-08-18 09:56:37;"Verified";"493 Moderate";493;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18472;NA;NA;1998-04-28 20:00:00;7075;2017-09-11 07:19:38;0;2017-09-11 07:19:38;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18471;NA;NA;1998-04-28 20:00:00;7075;2009-06-21 23:59:42;3003;2016-12-28 11:19:28;"Verified";"079 Very Low";79;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18488;NA;NA;1998-04-28 20:00:00;7075;2016-08-31 13:08:35;375;2016-08-31 13:08:34;"Verified";"264 Low";264;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;2;2;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18486;NA;NA;1999-10-07 20:00:00;6548;2017-09-11 07:28:39;0;2017-09-11 07:28:39;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18469;NA;NA;1995-08-13 04:00:00;8065;2017-09-11 07:28:43;0;2017-09-11 07:28:42;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18480;NA;NA;1998-04-28 20:00:00;7075;2017-09-11 07:28:45;0;2017-09-11 07:28:45;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18498;NA;NA;1996-06-22 08:00:00;7750;2014-11-19 19:50:34;1026;2017-02-03 11:16:31;"ValidDomain";"161 Low";161;4;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
18493;NA;NA;2000-04-03 20:00:00;6369;2017-08-31 09:12:09;10;2017-08-31 09:12:08;"Verified";"497 Moderate";497;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
19193;NA;NA;1998-04-28 20:00:00;7077;2016-09-24 07:44:20;353;2016-09-24 07:44:20;"Verified";"268 Low";268;2;14;3;"Lower Fraud Risk";2;"Fraud Score 101 to 300";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18503;NA;NA;1999-05-25 08:00:00;6683;2017-09-11 07:53:18;0;2017-09-11 07:53:17;"Verified";"500 Moderate";500;2;28;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18500;NA;NA;1995-08-13 04:00:00;8065;2017-09-11 07:53:40;0;2017-09-11 07:53:39;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"mobile";NA;"U"
18499;NA;NA;2003-01-17 19:00:00;5350;2017-09-11 07:53:42;0;2017-09-11 07:53:42;"ValidDomain";"500 Moderate";500;4;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Not Sure";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wired";NA;"U"
18485;NA;NA;1995-08-13 04:00:00;8065;2017-09-11 08:08:18;0;2017-09-11 08:08:16;"Verified";"500 Moderate";500;2;8;4;"Moderate Fraud Risk";3;"Fraud Score 301 to 600";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
19217;NA;NA;1999-09-13 07:00:00;6575;2010-09-30 08:46:35;2539;2017-09-13 10:37:14;"Verified";"085 Very Low";85;2;14;3;"Lower Fraud Risk";1;"Fraud Score 1 to 100";NA;NA;NA;NA;1;1;"Yes";"Yes";"Moderate";3;508;3;"Moderate";311;"Moderate By Proxy Reputation And Country Code";"Good";"No";"wifi";NA;"U"
