,v001,v002,response,v4,v5,v14,v24,v25,v28,v29,v33,v34,v37,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
476,10,45,0,1000,1.0,1000,6000,4850,800,8.0,2.0,3.0,1.0,1.0,3.0,2003-01-17 19:00:00,5310.0,2017-08-02 09:13:04,0.0,2017-08-02 09:13:04,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
478,12,29,0,8352,3.0,8247.15,947,59159.01,1128,64.0,1.0,56.0,1.0,2.0,8.0,1999-12-22 19:00:00,6432.0,2011-06-02 07:00:00,2252.0,2015-04-08 17:12:12,verified,089 very low,89.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,y
479,13,36,0,1500,1.0,1500,,,,1.0,,,,,,1995-08-13 07:00:00,8025.0,2017-08-02 13:01:58,0.0,2017-08-02 13:01:58,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
480,14,27,1,3250,2.0,3852.53,250,1800,300,8.0,1.0,2.0,1.0,3.0,5.0,1998-04-28 20:00:00,7035.0,2017-08-02 12:19:10,0.0,2017-08-02 12:19:09,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
481,14,27,1,1180,1.0,947.68,,27470,5160,33.0,,24.0,3.0,1.0,2.0,1995-08-13 07:00:00,8025.0,2016-11-18 07:56:59,256.0,2016-11-18 07:56:59,verified,235 low,235.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
482,14,43,0,2000,1.0,2010.5,3800,13250,3300,25.0,2.0,18.0,2.0,1.0,,,,2017-08-02 13:30:24,0.0,2017-08-02 13:30:24,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
483,17,35,0,3200,2.0,3582.3,6063.82,12182,9442,42.0,5.0,20.0,8.0,9.0,8.0,1999-10-07 20:00:00,6508.0,2017-08-02 15:40:38,0.0,2017-08-02 15:40:38,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
484,17,38,0,3500,2.0,3636.8,3500,16380,1000,18.0,2.0,13.0,1.0,7.0,2.0,1999-05-25 08:00:00,6643.0,2017-08-02 15:59:52,0.0,2017-08-02 15:59:52,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
488,20,33,0,,,,,900,,3.0,,1.0,,2.0,,2000-04-03 20:00:00,6329.0,2017-08-02 19:14:29,0.0,2017-08-02 19:14:29,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
491,11,22,0,280,1.0,295.2,1114.66,300,700,8.0,3.0,1.0,2.0,4.0,5.0,1998-04-28 20:00:00,7036.0,2017-03-03 14:18:36,152.0,2017-03-03 14:18:36,verified,458 moderate,458.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
492,12,55,1,11689.87,5.0,12259.96,7692.11,28233.17,12257.56,25.0,3.0,12.0,5.0,,2.0,1996-06-22 08:00:00,7711.0,2017-08-03 10:20:36,0.0,2017-08-03 10:20:34,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
493,12,22,0,454.88,1.0,484.35,454.88,,200,4.0,1.0,,1.0,2.0,3.0,1998-04-28 20:00:00,7036.0,2017-06-12 11:03:33,51.0,2017-06-12 11:03:32,verified,486 moderate,486.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
494,12,45,0,1400,1.0,1769.34,,36080,,47.0,,42.0,,1.0,1.0,1999-12-22 19:00:00,6433.0,2015-04-08 18:19:30,847.0,2015-04-08 18:19:35,verified,184 low,184.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
497,13,35,0,1500,1.0,750,3000,,3750,5.0,2.0,,3.0,3.0,5.0,1998-04-28 20:00:00,7036.0,2017-08-03 12:39:28,0.0,2017-08-03 12:39:28,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
498,13,23,0,1000,1.0,500,1000,550,2950,4.0,1.0,1.0,2.0,3.0,3.0,1995-08-13 07:00:00,8026.0,2017-04-24 07:00:00,101.0,2017-04-24 02:17:20,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
499,15,44,0,8638.64,4.0,9028.44,9179.74,19702.54,10760.42,36.0,5.0,15.0,7.0,1.0,8.0,1999-10-07 20:00:00,6509.0,2017-08-03 13:42:38,0.0,2017-08-03 13:42:37,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
500,15,24,0,5105.49,3.0,5126.99,2500,,,5.0,2.0,,,1.0,,1995-08-13 07:00:00,8026.0,2017-07-26 04:30:01,7.0,2017-07-26 04:30:01,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
501,17,40,0,4000,1.0,4032.9,1000,,1000,5.0,1.0,,1.0,,4.0,,,2017-08-03 15:31:36,0.0,2017-08-03 15:31:36,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
502,18,38,0,,,,,10310,,12.0,,9.0,,1.0,,1999-10-07 20:00:00,6509.0,2017-08-03 16:18:30,0.0,2017-08-03 16:18:30,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
503,18,50,0,1300,1.0,650,1300,5400,5200,17.0,1.0,8.0,3.0,1.0,5.0,1998-04-28 20:00:00,7036.0,2017-08-03 16:35:23,0.0,2017-08-03 16:35:23,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
504,18,27,0,4500,2.0,4524.7,5000,4780,7000,15.0,2.0,7.0,2.0,22.0,61.0,2003-01-17 19:00:00,5311.0,2017-07-01 12:05:59,32.0,2017-07-01 12:05:58,verified,491 moderate,491.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
505,18,50,0,2500,1.0,2500,2500,,,1.0,1.0,,,,,1996-06-22 08:00:00,7711.0,2017-08-03 17:05:14,0.0,2017-08-03 17:05:14,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
507,20,26,0,3500,1.0,3514.7,3500,38250,6700,33.0,1.0,24.0,3.0,2.0,3.0,1995-08-13 07:00:00,8026.0,2017-08-03 18:25:49,0.0,2017-08-03 18:25:49,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
508,20,25,0,,,,400,2850,2400,12.0,1.0,6.0,4.0,2.0,4.0,1996-06-22 08:00:00,7712.0,2017-08-04 08:55:11,0.0,2017-08-04 08:55:11,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
510,22,30,1,7500,2.0,8327,,,,2.0,,,,,,1995-08-13 07:00:00,8027.0,2017-08-04 05:34:47,0.0,2017-08-04 05:34:47,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
511,1,47,0,7500,1.0,7560.5,6900,,8400,6.0,1.0,,2.0,1.0,,1999-10-07 20:00:00,6510.0,2017-08-04 05:52:45,0.0,2017-08-04 05:52:45,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
513,7,32,0,2900,1.0,2921.4,3400,56754.8,6400,34.0,2.0,27.0,3.0,,,1996-06-22 08:00:00,7712.0,2017-02-07 13:14:22,177.0,2017-02-07 13:14:23,verified,452 moderate,452.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
515,12,25,0,1800,1.0,1800,,5500,1000,9.0,,7.0,1.0,,1.0,1995-08-13 07:00:00,8027.0,2017-08-04 10:49:26,0.0,2017-08-04 10:49:26,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
516,13,32,0,2000,1.0,2000,,23750,2700,12.0,,10.0,2.0,,3.0,1998-04-28 20:00:00,7040.0,2017-08-07 13:09:54,0.0,2017-08-07 13:09:54,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
519,18,61,0,4400,2.0,3457.16,6200,25185,6850,22.0,2.0,14.0,3.0,7.0,5.0,1995-08-13 07:00:00,8027.0,2017-08-04 16:56:03,0.0,2017-08-04 16:56:03,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
520,19,54,0,10778.71,2.0,10459.05,8178.71,800,,3.0,1.0,1.0,,3.0,1.0,1999-10-07 20:00:00,6510.0,2017-08-04 17:38:31,0.0,2017-08-04 17:38:30,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
522,22,34,0,4000,2.0,3897.6,5500,,,4.0,3.0,,,4.0,,1998-04-28 20:00:00,7040.0,2017-08-07 09:40:29,0.0,2017-08-07 09:40:29,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
523,4,29,0,8236.62,3.0,8285.92,14523.53,,11611.24,14.0,5.0,,6.0,7.0,8.0,1995-08-13 07:00:00,8028.0,2017-06-02 00:36:58,63.0,2017-06-02 00:36:58,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
526,13,34,0,12500,2.0,12789.06,2200,19300,19700,27.0,1.0,11.0,5.0,3.0,6.0,1999-12-22 19:00:00,6437.0,2016-10-18 15:22:44,292.0,2016-11-17 16:31:07,verified,279 low,279.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
527,15,24,0,4832,2.0,4428.26,,31556,4382,45.0,,38.0,3.0,,1.0,1995-08-13 07:00:00,8028.0,2017-08-05 13:27:05,0.0,2017-08-05 13:27:05,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
528,19,45,0,,,,,620,1000,4.0,,1.0,2.0,,3.0,1998-04-28 20:00:00,7038.0,2017-08-05 17:30:12,0.0,2017-08-05 17:30:12,emailinexistent,709 review,709.0,3.0,2.0,11.0,data entry review,4.0,fraud score 601 to 799,1.0,1.0,no,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
529,10,33,0,2034.24,2.0,2034.24,2919.44,,2036.71,14.0,4.0,,5.0,5.0,8.0,1998-04-28 20:00:00,7039.0,2017-04-22 19:52:18,105.0,2017-04-22 19:52:19,verified,471 moderate,471.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
531,13,31,0,,,,1300,2550,500,7.0,1.0,4.0,1.0,1.0,1.0,1998-04-28 20:00:00,7040.0,2016-09-18 07:00:00,322.0,2016-12-14 09:26:15,verified,274 low,274.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
532,14,30,0,5000,1.0,5041.1,5000,27700,10000,14.0,1.0,9.0,2.0,,,1995-08-13 07:00:00,8029.0,2017-08-06 13:01:21,0.0,2017-08-06 13:01:21,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
533,15,35,0,,,,5000,54000,12500,20.0,1.0,14.0,3.0,,3.0,1995-08-13 07:00:00,8029.0,2017-08-06 13:34:22,0.0,2017-08-06 13:34:22,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
534,16,21,0,500,1.0,503.2,1800,,1523.5,16.0,5.0,,7.0,4.0,10.0,2007-06-09 23:41:22,3710.0,2017-05-10 10:01:44,87.0,2017-05-10 10:01:43,verified,251 low,251.0,2.0,12.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
536,17,36,0,1500,1.0,1500,1500,,6100,5.0,1.0,,3.0,2.0,3.0,1999-12-22 19:00:00,6436.0,2017-08-06 15:22:52,0.0,2017-08-06 15:22:51,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
538,20,23,0,2000,1.0,2016.4,6950,2450,7800,16.0,3.0,3.0,5.0,12.0,5.0,1995-08-13 07:00:00,8029.0,2017-08-05 08:48:26,0.0,2017-08-05 08:48:26,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
539,23,25,0,3700,2.0,3451.43,800,,3300,4.0,1.0,,2.0,1.0,1.0,1995-08-13 07:00:00,8030.0,2017-08-07 05:51:34,0.0,2017-08-07 05:51:33,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
542,7,70,0,1000,1.0,1010,,800,,3.0,,1.0,,,1.0,2003-01-17 19:00:00,5315.0,2012-03-28 01:14:29,1957.0,2012-03-28 01:14:29,verified,093 very low,93.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
544,10,29,0,5000,3.0,5010,5000,,,4.0,3.0,,,2.0,,1999-05-25 08:00:00,6648.0,2017-08-07 08:39:33,0.0,2017-08-07 08:39:33,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
545,11,29,0,800,1.0,806.5,,14253,5142.6,22.0,,12.0,4.0,,1.0,1999-12-22 19:00:00,6437.0,2016-09-09 10:43:46,331.0,2016-09-09 10:43:46,verified,272 low,272.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
547,12,39,0,1000,1.0,1000,1250,31705,5200,35.0,3.0,23.0,4.0,1.0,1.0,1999-05-25 08:00:00,6648.0,2017-08-07 10:25:53,0.0,2017-08-07 10:25:52,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
548,12,23,0,,,,,1450,2970,14.0,,4.0,7.0,,9.0,,,2017-08-07 10:53:10,0.0,2017-08-07 10:53:09,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
550,13,28,0,3000,1.0,2398.94,3000,2800,3000,10.0,1.0,4.0,2.0,3.0,5.0,1999-10-07 20:00:00,6513.0,2017-08-07 11:34:44,0.0,2017-08-07 11:34:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
552,14,23,0,4935.85,4.0,2413.79,1512.88,5882.88,300,15.0,4.0,6.0,1.0,3.0,1.0,1995-08-13 07:00:00,8030.0,2017-01-27 07:00:00,192.0,2017-08-07 12:57:55,verified,247 low,247.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
553,16,37,0,1000,1.0,1000,,,5000,5.0,,,3.0,,4.0,1995-08-13 07:00:00,8030.0,2011-07-15 07:00:00,2214.0,2017-02-09 17:35:32,verified,089 very low,89.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
554,17,25,0,1500,1.0,1500,1700,,1650,7.0,2.0,,2.0,,5.0,2003-01-17 19:00:00,5315.0,2017-08-07 15:27:57,0.0,2017-08-07 15:27:57,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
555,17,29,0,,,,,13300,,8.0,,6.0,,,2.0,1995-08-13 07:00:00,8031.0,2017-06-11 20:10:31,57.0,2017-06-11 20:10:30,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
557,17,26,0,2000,1.0,1678.42,700,,4700,5.0,2.0,,3.0,1.0,4.0,1999-12-22 19:00:00,6437.0,2017-06-08 12:14:27,59.0,2017-06-09 16:28:26,verified,484 moderate,484.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
558,18,49,0,1593.12,1.0,1251.92,,45540,3693.12,22.0,,19.0,2.0,2.0,2.0,2003-01-17 19:00:00,5315.0,2017-08-07 16:13:36,0.0,2017-08-07 16:13:36,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
560,18,28,0,1500,1.0,750,1500,25846.24,,20.0,1.0,19.0,,3.0,,1999-12-22 19:00:00,6437.0,2017-08-07 16:50:09,0.0,2017-08-07 16:50:09,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
561,18,42,0,3851.2,2.0,3851.2,,86424.5,45810.08,63.0,,48.0,8.0,2.0,12.0,1999-12-22 19:00:00,6437.0,2017-08-07 17:05:24,0.0,2017-08-07 17:05:23,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
562,19,65,0,12086.68,3.0,11688.79,14517.65,,18556.22,11.0,4.0,,6.0,,14.0,1995-08-13 07:00:00,8030.0,2017-08-07 17:37:34,0.0,2017-08-07 17:37:34,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
565,23,30,0,1500,1.0,750,1500,,5750,4.0,1.0,,3.0,2.0,2.0,1999-10-07 20:00:00,6514.0,2017-08-08 05:35:24,0.0,2017-08-08 05:35:23,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
566,0,40,0,3600,3.0,3614.9,2441.1,3400,1600,14.0,3.0,3.0,2.0,1.0,,1998-04-28 20:00:00,7042.0,2017-08-09 09:36:45,0.0,2017-08-09 09:36:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
567,10,27,0,4989.08,1.0,4989.08,,,,1.0,,,,8.0,,1999-12-22 19:00:00,6438.0,2017-06-09 22:15:15,59.0,2017-06-09 22:15:16,verified,484 moderate,484.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
568,10,72,1,1000,1.0,1170,,,800,3.0,,,1.0,1.0,8.0,1999-12-22 19:00:00,6438.0,2017-08-08 12:55:32,0.0,2017-08-08 12:55:32,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
569,11,28,0,5000,2.0,5382.5,4200,,5100,8.0,3.0,,3.0,2.0,19.0,1999-12-22 19:00:00,6438.0,2017-08-08 09:33:05,0.0,2017-08-08 09:33:05,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
570,11,33,0,1100,2.0,803.5,2500,1260,2900,10.0,2.0,1.0,3.0,1.0,3.0,1995-08-13 07:00:00,8031.0,2017-08-08 10:06:46,0.0,2017-08-08 10:06:45,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
571,11,34,0,,,,,70150,100,26.0,,23.0,1.0,1.0,1.0,1998-04-28 20:00:00,7041.0,2017-08-08 10:15:30,0.0,2017-08-08 10:15:30,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
573,12,31,0,5100,2.0,5121.4,2500,,5300,5.0,1.0,,3.0,2.0,5.0,1995-08-13 07:00:00,8031.0,2017-08-08 10:58:46,0.0,2017-08-08 10:58:46,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
