,v001,v002,response,v4,v5,v9,v12,v14,v23,v24,v25,v27,v28,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
627,15,33,0,"11754,31",3.0,2.0,,"12480,85",13252,"17294,31",28108,,"19948,37",32.0,4.0,5.0,15.0,,7.0,,,,,,,,,4.0,,3.0,1995-08-13 07:00:00,8033.0,2017-08-10 14:05:45,0.0,2017-08-10 14:05:45,Verified,500+Moderate,500.0,2.0,8.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
628,16,30,0,3000,1.0,1.0,,"3187,5","16046,2",3000,20897,,5800,35.0,5.0,1.0,25.0,,4.0,2.0,,,2.0,,,,1.0,2.0,,9.0,1999-12-22 19:00:00,6440.0,2017-08-10 14:20:53,0.0,2017-08-10 14:20:53,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
629,16,58,0,1900,2.0,1.0,,"1762,38",,2500,,,"4532,2",7.0,,2.0,,,5.0,,,,,,,,,2.0,,10.0,1995-08-13 07:00:00,8034.0,2017-08-11 09:19:18,0.0,2017-08-11 09:19:17,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
630,16,58,0,,,,,,2200,,28098,,"1292,15",56.0,5.0,,49.0,,2.0,5.0,9.0,11.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1998-04-28 20:00:00,7043.0,2017-08-10 14:57:30,0.0,2017-08-10 14:57:29,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
631,16,34,1,1460,1.0,,1.0,"1645,13",8690,910,103252,1460,100,67.0,4.0,2.0,59.0,1.0,1.0,,,,,,,3.0,,4.0,1.0,1.0,1998-04-28 20:00:00,7043.0,2017-08-10 15:12:17,0.0,2017-08-10 15:12:17,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,mobile,,U
632,18,30,0,"9498,8",2.0,,1.0,"8502,59",5500,,1500,2500,"6998,8",5.0,2.0,,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,18,52,0,"12956,25",2.0,2.0,,"13419,61","26561,05","12956,25",14130,,"3688,8",17.0,8.0,2.0,6.0,,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,19,31,0,600,1.0,,,600,"1285,09",,,,600,3.0,2.0,,,,1.0,,,1.0,,,1.0,,6.0,,,3.0,1999-12-22 19:00:00,6440.0,2017-08-10 17:33:38,0.0,2017-08-10 17:33:37,Verified,500+Moderate,500.0,2.0,28.0,4.0,Moderate+Fraud+Risk,3.0,Fraud+Score+301+to+600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate+By+Proxy+Reputation+And+Country+Code,Good,No,wifi,,U
635,19,36,0,1500,1.0,,,1500,,,3700,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,21,24,0,,,,,,,1200,250,,300,4.0,,2.0,1.0,,1.0,,,,,,,,,2.0,,1.0,1999-12-22 19:00:00,6441.0,2017-08-11 10:04:19,0.0,2017-08-11 10:04:19,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
637,22,24,0,5130,3.0,2.0,1.0,"5520,53",,5130,,2500,2800,6.0,,3.0,,1.0,2.0,,,2.0,,,1.0,,,2.0,,5.0,1995-08-13 07:00:00,8034.0,2017-08-11 05:35:52,0.0,2017-08-11 05:35:52,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
638,22,31,0,,,,,,700,,600,,,3.0,2.0,,1.0,,,10.0,8.0,10.0,4.0,2.0,5.0,,5.0,,6.0,,1998-04-28 20:00:00,7044.0,2017-08-11 05:34:33,0.0,2017-08-11 05:34:33,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
639,22,30,0,2000,2.0,1.0,1.0,2154,,1800,,1000,,3.0,,2.0,,1.0,,,,1.0,,,1.0,,5.0,3.0,4.0,5.0,1998-04-28 20:00:00,7044.0,2016-11-30 07:00:00,253.0,2017-02-09 17:49:48,Verified,286 Low,286.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
640,22,44,1,2000,1.0,,1.0,2000,,,,2000,,1.0,,,,1.0,,,,,,,,1.0,,,3.0,,1998-04-28 20:00:00,7044.0,2017-08-11 05:51:39,0.0,2017-08-11 05:51:38,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
641,0,26,0,,,,,,1100,,1150,,,5.0,2.0,,3.0,,,,,2.0,,,1.0,,2.0,,,,1995-08-13 07:00:00,8034.0,2011-08-01 07:00:00,2202.0,2017-08-11 05:34:39,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,Y
642,1,30,0,,,,,,2500,,,1000,1500,3.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1998-04-28 20:00:00,7044.0,2017-08-11 06:10:42,0.0,2017-08-11 06:10:42,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
643,2,28,0,2500,1.0,,1.0,"2519,1",,,1900,2500,,3.0,,,2.0,1.0,,,,,,,,,,1.0,,3.0,1999-12-22 19:00:00,6441.0,2017-08-11 06:09:44,0.0,2017-08-11 06:09:44,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
644,6,41,0,,,,,,5950,2500,13700,400,1144,30.0,7.0,1.0,17.0,2.0,3.0,,9.0,7.0,,3.0,2.0,,,1.0,2.0,2.0,1998-04-28 20:00:00,7044.0,2017-08-11 05:49:49,0.0,2017-08-11 05:49:49,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
645,7,40,0,,,,,,5000,,12100,,1000,15.0,5.0,,9.0,,1.0,19.0,2.0,23.0,2.0,2.0,2.0,,3.0,2.0,,1.0,1999-12-22 19:00:00,6441.0,2017-08-11 06:24:32,0.0,2017-08-11 06:24:31,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
646,7,30,0,,,,,,3383,6200,25622,100,3000,36.0,3.0,5.0,23.0,1.0,4.0,,,,,,,,1.0,5.0,1.0,2.0,1999-05-25 08:00:00,6652.0,2017-08-11 05:37:36,0.0,2017-08-11 05:37:34,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
647,7,38,0,,,,,,"2510,5",80,28453,,"1775,7",63.0,9.0,1.0,45.0,,8.0,11.0,,4.0,1.0,,1.0,,1.0,4.0,,5.0,1999-10-07 20:00:00,6517.0,2017-08-11 06:11:15,0.0,2017-08-11 06:11:14,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
648,8,46,0,1000,1.0,1.0,,1000,9500,1000,"66140,05",,"10108,2",33.0,3.0,1.0,26.0,,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,9,26,0,5402,3.0,1.0,2.0,"5423,4",2500,"4684,2",,"2246,82",7150,11.0,2.0,2.0,,3.0,4.0,1.0,3.0,,1.0,2.0,,,1.0,2.0,3.0,1.0,1995-08-13 07:00:00,8034.0,2017-08-11 07:20:05,0.0,2017-08-11 07:20:05,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
650,9,53,0,,,,,,"8919,43",850,55650,,"2732,08",58.0,5.0,1.0,50.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,,4.0,1999-10-07 20:00:00,6517.0,2017-08-11 08:47:21,0.0,2017-08-11 08:47:20,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
651,9,42,0,"6151,67",3.0,3.0,,"5993,13",10296,"8351,67",40111,,8428,58.0,11.0,4.0,36.0,,7.0,,,,,,,1.0,1.0,3.0,,4.0,1998-04-28 20:00:00,7044.0,2017-08-11 13:18:08,0.0,2017-08-11 13:18:08,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
652,9,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1998-04-28 20:00:00,7044.0,2017-08-11 08:20:41,0.0,2017-08-11 08:20:41,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
653,10,34,1,"256,44",1.0,1.0,,"256,54",,"256,44",7800,,300,11.0,,1.0,9.0,,1.0,,,,,,,,,6.0,,1.0,1998-04-28 20:00:00,7044.0,2017-08-11 13:18:05,0.0,2017-08-11 13:18:05,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
654,10,44,0,1500,1.0,,1.0,1500,,2100,4250,1500,2500,6.0,,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,2003-03-25 12:00:00,5252.0,2017-08-11 09:01:49,0.0,2017-08-11 09:01:47,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
655,10,21,0,2000,2.0,1.0,1.0,"2049,5",1100,3600,,400,3000,10.0,2.0,4.0,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,11.0,4.0,6.0,,,2017-08-11 08:52:28,0.0,2017-08-11 08:52:28,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
656,10,21,1,"2551,51",2.0,1.0,1.0,"2570,91",,700,,"2051,51",,3.0,,2.0,,1.0,,,,,,,,1.0,,3.0,3.0,,1995-08-13 07:00:00,8034.0,2010-12-18 22:04:49,2427.0,2017-08-11 13:18:00,Verified,087 Very Low,87.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
657,10,33,0,,,,,,,,300,,,1.0,,,1.0,,,,,,,,,,,,,,1995-08-13 07:00:00,8034.0,2017-08-11 08:59:41,0.0,2017-08-11 08:59:40,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
658,10,47,0,2000,2.0,2.0,,"1289,64",600,2000,3301,,600,9.0,1.0,2.0,5.0,,1.0,2.0,2.0,10.0,2.0,1.0,3.0,,3.0,4.0,,1.0,1995-08-13 07:00:00,8034.0,2017-07-28 16:01:45,13.0,2017-07-28 16:01:45,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
659,10,32,0,194,1.0,,1.0,"209,13",2541,831,10850,744,2286,59.0,5.0,3.0,40.0,3.0,8.0,,,,,,,,,6.0,2.0,5.0,1998-04-28 20:00:00,7044.0,2017-08-11 09:12:33,0.0,2017-08-11 09:12:33,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
660,11,39,0,"3682,2",2.0,1.0,1.0,"3698,2",4558,3700,35869,"1282,2",5650,43.0,5.0,2.0,30.0,1.0,5.0,,,,,,,1.0,,2.0,1.0,3.0,1995-08-13 07:00:00,8034.0,2017-08-11 09:38:01,0.0,2017-08-11 09:38:01,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,N
661,12,25,0,4600,2.0,1.0,1.0,"4621,4",2200,2600,10950,2000,1950,16.0,2.0,1.0,10.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,1998-04-28 20:00:00,7044.0,2017-08-11 15:20:00,0.0,2017-08-11 15:20:00,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
662,12,35,0,,,,,,4000,800,"11527,3",,2610,32.0,8.0,1.0,15.0,,8.0,9.0,3.0,11.0,3.0,1.0,2.0,,1.0,1.0,,11.0,1998-04-28 20:00:00,7044.0,2017-08-11 10:35:22,0.0,2017-08-11 10:35:22,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
663,12,52,0,2500,2.0,1.0,1.0,"2508,2",,4000,,1500,1600,5.0,,3.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1998-04-28 20:00:00,7044.0,2017-08-11 11:14:47,0.0,2017-08-11 11:14:47,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
664,13,28,0,5230,2.0,1.0,1.0,"5306,5",6850,5500,1200,730,"5889,28",10.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,3.0,2.0,2.0,3.0,1995-08-13 07:00:00,8034.0,2016-09-21 07:00:00,323.0,2016-12-08 20:34:38,Verified,224 Low,224.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
665,13,47,0,1000,1.0,,1.0,1000,,,,1000,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,13,25,0,,,,,,,,56450,,,34.0,,,34.0,,,,,,,,,,,,,,1999-12-22 19:00:00,6441.0,2017-08-11 11:35:35,0.0,2017-08-11 11:35:34,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
667,13,46,0,8000,1.0,1.0,,"9097,99",58300,70000,112150,7500,49000,74.0,15.0,13.0,36.0,1.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,,,12.0,,6.0,,,2017-08-11 11:41:44,0.0,2017-08-11 11:41:44,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
668,13,29,0,5000,2.0,1.0,1.0,"5024,7",,3000,1200,2000,,3.0,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,,2001-01-01 19:00:00,6065.0,2017-08-11 12:00:09,0.0,2017-08-11 12:00:09,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,dialup,,U
669,13,42,0,6000,3.0,2.0,1.0,6000,6500,6100,5750,2000,9600,16.0,2.0,3.0,5.0,1.0,5.0,,,,,,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,13,29,0,1900,1.0,,1.0,"1915,5","6309,7",4900,7250,1900,13750,15.0,5.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,,6.0,2.0,1.0,10.0,1998-04-28 20:00:00,7044.0,2017-08-11 15:11:02,0.0,2017-08-11 15:11:01,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
671,14,25,0,1200,2.0,1.0,1.0,"497,01","6609,7",4500,3200,"5743,5",3115,20.0,6.0,5.0,3.0,2.0,4.0,,,,,,,1.0,13.0,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,14,29,0,2000,1.0,,,2000,,750,,,2000,3.0,,1.0,,,1.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,14,21,0,,,,,,,600,,,650,3.0,,1.0,,,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,14,27,0,"5428,78",3.0,1.0,,"6443,68","6410,98","2056,44","5264,39","126,03","757,53",17.0,4.0,5.0,4.0,1.0,3.0,4.0,,1.0,1.0,,1.0,2.0,8.0,14.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,14,28,0,2500,1.0,,1.0,2726,,4800,,2500,,5.0,,4.0,,1.0,,3.0,,3.0,1.0,,1.0,,,7.0,2.0,4.0,1999-10-07 20:00:00,6517.0,2017-08-11 15:22:55,0.0,2017-08-11 15:22:54,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
676,14,26,0,,,,,,1000,,6950,,,8.0,1.0,,7.0,,,,,,,,,,2.0,,1.0,,1998-04-28 20:00:00,7044.0,2017-08-11 15:02:27,0.0,2017-08-11 15:02:27,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
677,15,30,0,"11658,83",4.0,,,"11922,83",500,"7158,83",,,"11760,14",11.0,1.0,2.0,,,4.0,,,,,,,,13.0,2.0,,7.0,1995-08-13 04:00:00,8037.0,2017-01-18 09:14:13,207.0,2017-01-18 09:14:13,Verified,244 Low,244.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
678,15,30,0,1900,2.0,1.0,,"1515,36",3700,1900,,,1000,6.0,3.0,2.0,,,1.0,,,,,,,,4.0,1.0,,1.0,1998-04-28 20:00:00,7047.0,2017-08-14 10:02:07,0.0,2017-08-14 10:02:07,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
679,15,23,0,2400,2.0,1.0,,"1548,43",,2200,,,2000,4.0,,2.0,,,2.0,,,,,,,,,1.0,1.0,3.0,1995-08-13 07:00:00,8034.0,2017-08-11 14:18:25,0.0,2017-08-11 14:18:25,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
680,15,67,0,500,1.0,1.0,,510,,500,,,,1.0,,1.0,,,,1.0,7.0,,1.0,2.0,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,16,40,1,"3973,79",2.0,,2.0,"4310,15",,1500,5300,"5473,79",1300,8.0,,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,,,1.0,3.0,,,,2017-08-11 14:49:41,0.0,2017-08-11 14:49:40,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,,U
682,16,66,0,7900,3.0,1.0,1.0,"7927,9","12381,23",2500,4400,3400,4100,10.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,3.0,2.0,,1.0,1999-10-07 20:00:00,6517.0,2017-08-11 14:28:25,0.0,2017-08-11 14:28:24,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
683,16,41,0,800,1.0,,,800,800,,3100,,,5.0,1.0,,4.0,,,,,,,,,,1.0,2.0,,,1998-04-28 20:00:00,7044.0,2017-08-11 14:57:44,0.0,2017-08-11 14:57:44,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,N
684,16,37,1,2500,1.0,,1.0,2500,,,,2500,,1.0,,,,1.0,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,17,25,1,1200,2.0,,2.0,1210,,,,1200,,2.0,,,,2.0,,,1.0,3.0,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,17,52,1,750,1.0,,,390,,,4950,,,4.0,,,4.0,,,1.0,,,1.0,,,,4.0,4.0,,,1999-10-07 20:00:00,6520.0,2017-08-14 10:02:11,0.0,2017-08-14 10:02:10,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
687,17,21,0,1200,1.0,,1.0,"1209,9",,500,,1200,,2.0,,1.0,,1.0,,,,,,,,2.0,,,5.0,,1995-08-13 04:00:00,8037.0,2017-08-14 10:02:17,0.0,2017-08-14 10:02:17,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
